299.96	46684
269.96	44124
239.97	40728
209.97	36447
179.98	31392
149.98	26310
119.98	21109
89.99	15878
59.99	10633
29.99	5362
1.99	472
0.00	0.01
-29.99	-5148
-59.99	-10414
-89.99	-15667
-119.98	-20898
-149.98	-26082
-179.98	-31204
-209.98	-36128
-239.98	-40456
-269.97	-43890
-299.96	-46680
