299.04	6029.50 299.03	6135.00	
250.20	5418.50	249.99	5533.50	
200.04	4530.00	199.95	4634.00	
150.08	3450.00	150.07	3528.50	
100.26	2329.50	100.28	2379.00	
50.56	1187.00	50.11	1208.00	
0.00	31.00	0.00	30.00	





