"Command to create Don's list: select moller_quality.run, run_start, quality, task, comment from moller_quality, moller_settings  where moller_settings.run=moller_quality.run and task='pol'and quality='good' order by moller_quality.run;",,,,
run,run_start,quality,task,comment
18177,9/4/19 19:17,good,pol,4um foil jogged by +2mm from center
18178,9/4/19 19:19,good,pol,4um foil jogged by +2mm from center
18179,9/4/19 19:22,good,pol,4um foil jogged by +2mm from center
18180,9/4/19 19:24,good,pol,4um foil jogged by +2mm from center
18181,9/4/19 19:26,good,pol,4um foil jogged by +2mm from center
18182,9/4/19 19:28,good,pol,4um foil jogged by +2mm from center
18183,9/4/19 19:30,good,pol,4um foil jogged by +2mm from center
18184,9/4/19 19:33,good,pol,4um foil jogged by +2mm from center
18185,9/4/19 19:35,good,pol,4um foil jogged by +2mm from center
18186,9/4/19 19:37,good,pol,4um foil jogged by +2mm from center
18187,9/4/19 19:40,good,pol,4um foil jogged by +2mm from center
18188,9/4/19 19:42,good,pol,4um foil jogged by +2mm from center
18189,9/4/19 19:44,good,pol,4um foil jogged by +2mm from center
18190,9/4/19 19:46,good,pol,4um foil jogged by +2mm from center
18191,9/4/19 19:48,good,pol,4um foil jogged by +2mm from center
18192,9/4/19 19:51,good,pol,4um foil jogged by +2mm from center
18193,9/4/19 19:53,good,pol,4um foil jogged by +2mm from center
18194,9/4/19 19:55,good,pol,4um foil jogged by +2mm from center
18195,9/4/19 19:57,good,pol,4um foil jogged by +2mm from center
18196,9/4/19 20:00,good,pol,4um foil jogged by +2mm from center
18197,9/4/19 20:02,good,pol,4um foil jogged by +2mm from center
18198,9/4/19 20:05,good,pol,4um foil jogged by +2mm from center
18199,9/4/19 20:07,good,pol,4um foil jogged by +2mm from center
18200,9/4/19 20:20,good,pol,4um foil jogged by +2mm from center
18201,9/4/19 20:22,good,pol,4um foil jogged by +2mm from center
18202,9/4/19 20:24,good,pol,4um foil jogged by +2mm from center
18203,9/4/19 20:27,good,pol,4um foil jogged by +2mm from center
18204,9/4/19 20:29,good,pol,4um foil jogged by +2mm from center
18205,9/4/19 20:32,good,pol,4um foil jogged by +2mm from center
18206,9/4/19 20:34,good,pol,4um foil jogged by +2mm from center
18207,9/4/19 20:37,good,pol,4um foil jogged by +2mm from center
18208,9/4/19 20:39,good,pol,4um foil jogged by +2mm from center
18209,9/4/19 20:42,good,pol,4um foil jogged by +2mm from center
18210,9/4/19 20:44,good,pol,4um foil jogged by +2mm from center
18211,9/4/19 20:46,good,pol,4um foil jogged by +2mm from center
18212,9/4/19 20:48,good,pol,4um foil jogged by +2mm from center
18213,9/4/19 20:51,good,pol,4um foil jogged by +2mm from center
18214,9/4/19 20:53,good,pol,4um foil jogged by +2mm from center
18215,9/4/19 20:55,good,pol,4um foil jogged by +2mm from center
18216,9/4/19 20:57,good,pol,4um foil jogged by +2mm from center
18217,9/4/19 20:59,good,pol,4um foil jogged by +2mm from center
18218,9/4/19 21:02,good,pol,4um foil jogged by +2mm from center
18219,9/4/19 21:04,good,pol,4um foil jogged by +2mm from center
18220,9/4/19 21:07,good,pol,4um foil jogged by +2mm from center
18221,9/4/19 21:09,good,pol,4um foil jogged by +2mm from center
18222,9/4/19 21:11,good,pol,4um foil jogged by +2mm from center
18223,9/4/19 21:15,good,pol,4um foil jogged by +2mm from center
18224,9/4/19 21:33,good,pol,4um center
18225,9/4/19 21:37,good,pol,4um center
18226,9/4/19 21:39,good,pol,4um center
18227,9/4/19 21:41,good,pol,4um center
18228,9/4/19 21:44,good,pol,4um center
18229,9/4/19 21:46,good,pol,4um center
18230,9/4/19 21:48,good,pol,4um center
18231,9/4/19 21:51,good,pol,4um center
18232,9/4/19 21:53,good,pol,4um center
18233,9/4/19 21:55,good,pol,4um center
18234,9/4/19 21:58,good,pol,4um center
18235,9/4/19 22:00,good,pol,4um center
18236,9/4/19 22:02,good,pol,4um center
18237,9/4/19 22:04,good,pol,4um center
18238,9/4/19 22:07,good,pol,4um center
18239,9/4/19 22:09,good,pol,4um center
18240,9/4/19 22:11,good,pol,4um center
18241,9/4/19 22:14,good,pol,4um center
18242,9/4/19 22:16,good,pol,4um center
18243,9/4/19 22:18,good,pol,4um center
18244,9/4/19 22:20,good,pol,4um center
18245,9/4/19 22:22,good,pol,4um center
18246,9/4/19 22:34,good,pol,4um foil jogged by -2mm from center
18247,9/4/19 22:36,good,pol,4um foil jogged by -2mm from center
18248,9/4/19 22:38,good,pol,4um foil jogged by -2mm from center
18249,9/4/19 22:41,good,pol,4um foil jogged by -2mm from center
18250,9/4/19 22:43,good,pol,4um foil jogged by -2mm from center
18251,9/4/19 22:45,good,pol,4um foil jogged by -2mm from center
18252,9/4/19 22:47,good,pol,4um foil jogged by -2mm from center
18253,9/4/19 22:50,good,pol,4um foil jogged by -2mm from center
18254,9/4/19 22:52,good,pol,4um foil jogged by -2mm from center
18255,9/4/19 22:54,good,pol,4um foil jogged by -2mm from center
18256,9/4/19 22:56,good,pol,4um foil jogged by -2mm from center
18257,9/4/19 22:59,good,pol,4um foil jogged by -2mm from center
18258,9/4/19 23:01,good,pol,4um foil jogged by -2mm from center
18259,9/4/19 23:03,good,pol,4um foil jogged by -2mm from center
18260,9/4/19 23:05,good,pol,4um foil jogged by -2mm from center
18261,9/4/19 23:08,good,pol,4um foil jogged by -2mm from center
18262,9/4/19 23:10,good,pol,4um foil jogged by -2mm from center
18263,9/4/19 23:12,good,pol,4um foil jogged by -2mm from center
18264,9/4/19 23:14,good,pol,4um foil jogged by -2mm from center
18265,9/4/19 23:16,good,pol,4um foil jogged by -2mm from center
18266,9/4/19 23:18,good,pol,4um foil jogged by -2mm from center
18267,9/4/19 23:31,good,pol,4um foil jogged by -2mm from center
18268,9/4/19 23:33,good,pol,4um foil jogged by -2mm from center
18269,9/4/19 23:35,good,pol,4um foil jogged by -2mm from center
18270,9/4/19 23:37,good,pol,4um foil jogged by -2mm from center
18271,9/4/19 23:39,good,pol,4um foil jogged by -2mm from center
18272,9/4/19 23:42,good,pol,4um foil jogged by -2mm from center
18273,9/4/19 23:44,good,pol,4um foil jogged by -2mm from center
18274,9/4/19 23:46,good,pol,4um foil jogged by -2mm from center
18275,9/4/19 23:49,good,pol,4um foil jogged by -2mm from center
18276,9/4/19 23:51,good,pol,4um foil jogged by -2mm from center
18277,9/4/19 23:53,good,pol,4um foil jogged by -2mm from center
18278,9/4/19 23:56,good,pol,4um foil jogged by -2mm from center
18279,9/4/19 23:58,good,pol,4um foil jogged by -2mm from center
18280,9/5/19 0:00,good,pol,4um foil jogged by -2mm from center
18281,9/5/19 0:23,good,pol,8 PMTs on
18282,9/5/19 0:26,good,pol,8 PMTs on
18283,9/5/19 0:30,good,pol,8 PMTs on
18284,9/5/19 0:32,good,pol,8 PMTs on
18285,9/5/19 0:34,good,pol,8 PMTs on
18286,9/5/19 0:37,good,pol,8 PMTs on
18287,9/5/19 0:39,good,pol,8 PMTs on
18288,9/5/19 0:42,good,pol,8 PMTs on
18289,9/5/19 0:44,good,pol,8 PMTs on
18290,9/5/19 0:46,good,pol,8 PMTs on
18291,9/5/19 0:49,good,pol,8 PMTs on
18292,9/5/19 0:54,good,pol,8 PMTs on
18293,9/5/19 0:56,good,pol,8 PMTs on
18294,9/5/19 0:58,good,pol,8 PMTs on
18295,9/5/19 1:00,good,pol,8 PMTs on
18296,9/5/19 1:03,good,pol,8 PMTs on
18297,9/5/19 1:05,good,pol,8 PMTs on
18298,9/5/19 1:07,good,pol,8 PMTs on
18299,9/5/19 1:10,good,pol,8 PMTs on
18300,9/5/19 1:12,good,pol,8 PMTs on
18301,9/5/19 1:14,good,pol,8 PMTs on
18302,9/5/19 1:17,good,pol,8 PMTs on
18345,9/8/19 13:07,good,pol,
18346,9/8/19 13:09,good,pol,
18347,9/8/19 13:11,good,pol,
18348,9/8/19 13:14,good,pol,
18349,9/8/19 13:16,good,pol,
18350,9/8/19 13:18,good,pol,
18351,9/8/19 13:20,good,pol,
18352,9/8/19 13:22,good,pol,
18353,9/8/19 13:24,good,pol,
18354,9/8/19 13:27,good,pol,
18355,9/8/19 13:29,good,pol,
18356,9/8/19 13:31,good,pol,
18357,9/8/19 13:33,good,pol,
18358,9/8/19 13:35,good,pol,
18359,9/8/19 13:37,good,pol,
18360,9/8/19 13:40,good,pol,
18361,9/8/19 13:42,good,pol,
18362,9/8/19 13:45,good,pol,
18363,9/8/19 13:47,good,pol,
18364,9/8/19 13:51,good,pol,
18365,9/8/19 13:54,good,pol,
18366,9/8/19 13:56,good,pol,
18367,9/8/19 13:59,good,pol,
18368,9/8/19 14:02,good,pol,
18369,9/8/19 14:04,good,pol,
18370,9/8/19 14:06,good,pol,
18371,9/8/19 14:08,good,pol,
18372,9/8/19 14:10,good,pol,
18373,9/8/19 14:12,good,pol,
18374,9/8/19 14:15,good,pol,
18375,9/8/19 14:17,good,pol,
18376,9/8/19 15:04,good,pol,
18377,9/8/19 15:06,good,pol,
18378,9/8/19 15:09,good,pol,
18379,9/8/19 15:11,good,pol,
18380,9/8/19 15:13,good,pol,
18381,9/8/19 15:16,good,pol,
18382,9/8/19 15:18,good,pol,
18383,9/8/19 15:20,good,pol,
18384,9/8/19 15:25,good,pol,
18385,9/8/19 15:27,good,pol,
18386,9/8/19 15:29,good,pol,
18387,9/8/19 15:31,good,pol,
18388,9/8/19 15:33,good,pol,
18389,9/8/19 15:35,good,pol,
18390,9/8/19 15:37,good,pol,
18391,9/8/19 15:40,good,pol,
18392,9/8/19 15:42,good,pol,
18393,9/8/19 15:44,good,pol,
18394,9/8/19 15:47,good,pol,
18395,9/8/19 15:49,good,pol,
18396,9/8/19 15:52,good,pol,
18397,9/8/19 15:54,good,pol,
18398,9/8/19 15:56,good,pol,
18399,9/8/19 15:58,good,pol,
18400,9/8/19 16:00,good,pol,
18401,9/8/19 16:02,good,pol,
18402,9/8/19 16:12,good,pol,
18403,9/8/19 16:14,good,pol,
18404,9/8/19 16:16,good,pol,
18405,9/8/19 16:18,good,pol,
18406,9/8/19 16:21,good,pol,
18407,9/8/19 16:23,good,pol,
18408,9/8/19 16:25,good,pol,
18409,9/8/19 16:27,good,pol,
18410,9/8/19 16:29,good,pol,
18411,9/8/19 16:31,good,pol,
18412,9/8/19 16:34,good,pol,
18413,9/8/19 16:36,good,pol,
18414,9/8/19 16:38,good,pol,
18415,9/8/19 16:40,good,pol,
18416,9/8/19 16:43,good,pol,
18417,9/8/19 16:45,good,pol,
18418,9/8/19 16:47,good,pol,
18419,9/8/19 16:49,good,pol,
18420,9/8/19 16:51,good,pol,
18421,9/8/19 16:53,good,pol,
18422,9/8/19 16:55,good,pol,
18423,9/8/19 16:58,good,pol,
